corpus	fname	TimeSig	KeySig	last_mc	last_mn	length_qb	last_mc_unfolded	last_mn_unfolded	length_qb_unfolded	volta_mcs	all_notes_qb	n_onsets	n_onset_positions	guitar_chord_count	form_label_count	label_count	annotated_key	harmony_version	annotators	reviewers	composed_start	composed_end	composer	workTitle	movementNumber	movementTitle	workNumber	poet	lyricist	arranger	copyright	creationDate	mscVersion	platform	source	translator	title_text	lyricist_text	composer_text	musescore	ms3_version	subdirectory	rel_path	has_drumset	ambitus	comments	originalFormat	staff_1_ambitus	staff_1_instrument	staff_2_ambitus	staff_2_instrument	staff_3_ambitus	staff_3_instrument	staff_4_ambitus	staff_4_instrument	composed_source	subtitle_text	imslp	musicbrainz	viaf	wikidata	score_integrity	imslp.1	key	mode	typesetter	electronic editor	electronic encoder	text	pdf	score integrity	PDF
ABC	n03op18-3_03	1: 3/4	1: 2, 65: -1, 103: 2	172	168	504.0	249.0	242.0	726.0		1678.0	1149	506	0	0	278	D	1.0.0	Markus Neuwirth		1798	1799	L van Beethoven			String Quartet Op18 No3					©	2015-08-12	3.02	Microsoft Windows			String Quartet Op18 No3		L van Beethoven	3.6.2	1.0.2	MS3	MS3/n03op18-3_03.mscx	0	37-58 (C#2-Bb3)		xml	58-58 (Bb3-Bb3)	MusicXML Default 1	55-55 (G3-G3)	MusicXML Default 2	48-48 (C3-C3)	MusicXML Default 3	37-37 (C#2-C#2)	MusicXML Default 4																	
ABC	n03op18-3_04	1: 6/8	1: 2	372	364	1113.0	484.0	483.0	1449.0	(, (, (, 1, 1, 5, ,,  , 1, 1, 6, ,,  , 1, 1, 7, ,,  , 1, 1, 8, ,,  , 1, 1, 9, ,,  , 1, 2, 0, ,,  , 1, 2, 1, ), ,,  , (, 1, 2, 2, ,,  , 1, 2, 3, ,,  , 1, 2, 4, ,,  , 1, 2, 5, ,,  , 1, 2, 6, ,,  , 1, 2, 7, ,,  , 1, 2, 8, ), ), ,, )	3504.0	4364	1984	0	0	569	D	1.0.0	Markus Neuwirth		1798	1799	L van Beethoven			String Quartet Op18 No3					©	2015-08-12	3.02	Microsoft Windows			String Quartet Op18 No3		L van Beethoven	3.6.2	1.0.2	MS3	MS3/n03op18-3_04.mscx	0	36-55 (C2-G3)		xml	55-55 (G3-G3)	MusicXML Default 1	55-55 (G3-G3)	MusicXML Default 2	48-48 (C3-C3)	MusicXML Default 3	36-36 (C2-C2)	MusicXML Default 4																	
ABC	n04op18-4_01	1: 4/4	1: -3	221	219	880.0	440.0	438.0	1755.0	(, (, (, 7, 8, ,, ), ,,  , (, 7, 9, ,, ), ), ,, )	3323.0	4485	1587	0	0	554	c	1.0.0	Markus Neuwirth		1799	1799	L van Beethoven			String Quartet Op18 No4					©	2015-08-12	3.02	Microsoft Windows			String Quartet Op18 No4		L van Beethoven	3.6.2	1.0.2	MS3	MS3/n04op18-4_01.mscx	0	36-55 (C2-G3)		xml	55-55 (G3-G3)	MusicXML Default 1	55-55 (G3-G3)	MusicXML Default 2	48-48 (C3-C3)	MusicXML Default 3	36-36 (C2-C2)	MusicXML Default 4																	
ABC	n04op18-4_02	1: 3/8	1: 0	261	261	391.5	343.0	343.0	514.5		1188.75	3042	1246	0	0	369	C	1.0.0	Markus Neuwirth		1799	1799	L van Beethoven			String Quartet Op18 No4					©	2015-08-12	3.02	Microsoft Windows			String Quartet Op18 No4		L van Beethoven	3.6.2	1.0.2	MS3	MS3/n04op18-4_02.mscx	0	36-55 (C2-G3)		xml	55-55 (G3-G3)	MusicXML Default 1	55-55 (G3-G3)	MusicXML Default 2	48-48 (C3-C3)	MusicXML Default 3	36-36 (C2-C2)	MusicXML Default 4																	
ABC	n04op18-4_03	1: 3/4	1: -3, 54: -4	101	98	296.0	172.0	168.0	504.0	(, (, (, 5, 2, ,, ), ,,  , (, 5, 3, ,, ), ), ,, )	970.0	996	488	0	0	145	c	1.0.0	Markus Neuwirth		1799	1799	L van Beethoven			String Quartet Op18 No4					©	2015-08-12	3.02	Microsoft Windows			String Quartet Op18 No4		L van Beethoven	3.6.2	1.0.2	MS3	MS3/n04op18-4_03.mscx	0	36-55 (C2-G3)		xml	55-55 (G3-G3)	MusicXML Default 1	55-55 (G3-G3)	MusicXML Default 2	48-48 (C3-C3)	MusicXML Default 3	36-36 (C2-C2)	MusicXML Default 4																	
ABC	n04op18-4_04	1: 2/2	1: -3, 78: 0, 95: -3	226	217	878.5	291.0	279.0	1116.0	(, (, (, 4, 4, ,, ), ,,  , (, 4, 5, ,, ), ), ,,  , (, (, 9, 3, ,, ), ,,  , (, 9, 4, ,, ), ), ,,  , (, (, 1, 0, 2, ,, ), ,,  , (, 1, 0, 3, ,, ), ), )	2871.0	3069	1283	0	0	386	c	1.0.0	Markus Neuwirth		1799	1799	L van Beethoven			String Quartet Op18 No4					©	2015-08-12	3.02	Microsoft Windows			String Quartet Op18 No4		L van Beethoven	3.6.2	1.0.2	MS3	MS3/n04op18-4_04.mscx	0	36-55 (C2-G3)		xml	55-55 (G3-G3)	MusicXML Default 1	55-55 (G3-G3)	MusicXML Default 2	48-48 (C3-C3)	MusicXML Default 3	36-36 (C2-C2)	MusicXML Default 4																	
ABC	n05op18-5_01	1: 6/8	1: 3	228	225	684.0	444.0	444.0	1332.0	(, (, (, 7, 9, ,, ), ,,  , (, 8, 0, ,, ), ), ,,  , (, (, 2, 2, 0, ,,  , 2, 2, 1, ), ,,  , (, 2, 2, 2, ,,  , 2, 2, 3, ), ), )	2065.0	3077	1365	0	0	430	A	1.0.0	Markus Neuwirth		1799	1799	L. van BEETHOVEN			String Quartet Op.18 No.5					©	2015-08-12	3.02	Microsoft Windows			String Quartet Op.18 No.5		L. van BEETHOVEN	3.6.2	1.0.2	MS3	MS3/n05op18-5_01.mscx	0	38-57 (D2-A3)		xml	57-57 (A3-A3)	MusicXML Default 1	55-55 (G3-G3)	MusicXML Default 2	49-49 (C#3-C#3)	MusicXML Default 3	38-38 (D2-D2)	MusicXML Default 4																	
ABC	n05op18-5_02	1: 3/4	1: 3	109	105	318.0	191.0	186.0	558.0	(, (, (, 8, 2, ,, ), ,,  , (, 8, 3, ,, ), ), ,, )	928.0	822	389	0	0	168	A	1.0.0	Markus Neuwirth		1799	1799	L. van BEETHOVEN			String Quartet Op.18 No.5					©	2015-08-12	3.02	Microsoft Windows			String Quartet Op.18 No.5		L. van BEETHOVEN	3.6.2	1.0.2	MS3	MS3/n05op18-5_02.mscx	0	37-56 (C#2-G#3)		xml	56-56 (G#3-G#3)	MusicXML Default 1	56-56 (G#3-G#3)	MusicXML Default 2	49-49 (C#3-C#3)	MusicXML Default 3	37-37 (C#2-C#2)	MusicXML Default 4																	
ABC	n05op18-5_03	1: 2/4	1: 2	152	139	284.5	253.0	235.0	470.5	(, (, (, 7, 1, ,, ), ,,  , (, 7, 2, ,, ), ), ,,  , (, (, 9, 9, ,, ), ,,  , (, 1, 0, 0, ,, ), ), ,,  , (, (, 1, 0, 8, ,, ), ,,  , (, 1, 0, 9, ,, ), ), )	990.46	2666	1232	0	0	247	D	1.0.0	Markus Neuwirth		1799	1799	L. van BEETHOVEN			String Quartet Op.18 No.5					©	2015-08-12	3.02	Microsoft Windows			String Quartet Op.18 No.5		L. van BEETHOVEN	3.6.2	1.0.2	MS3	MS3/n05op18-5_03.mscx	0	36-60 (C2-C4)		xml	60-60 (C4-C4)	MusicXML Default 1	57-57 (A3-A3)	MusicXML Default 2	49-49 (C#3-C#3)	MusicXML Default 3	36-36 (C2-C2)	MusicXML Default 4																	
ABC	n05op18-5_04	1: 2/2	1: 3	304	300	1206.5	397.0	394.0	1576.0	(, (, (, 9, 4, ,,  , 9, 5, ), ,,  , (, 9, 6, ,,  , 9, 7, ), ), ,, )	3828.5	3513	1779	0	0	567	A	1.0.0	Markus Neuwirth		1799	1799	L. van BEETHOVEN			String Quartet Op.18 No.5					©	2015-08-12	3.02	Microsoft Windows			String Quartet Op.18 No.5		L. van BEETHOVEN	3.6.2	1.0.2	MS3	MS3/n05op18-5_04.mscx	0	37-56 (C#2-G#3)		xml	56-56 (G#3-G#3)	MusicXML Default 1	56-56 (G#3-G#3)	MusicXML Default 2	49-49 (C#3-C#3)	MusicXML Default 3	37-37 (C#2-C#2)	MusicXML Default 4																	
ABC	n06op18-6_01	1: 2/2	1: -2	266	264	1064.0	528.0	528.0	2112.0	(, (, (, 9, 1, ,, ), ,,  , (, 9, 2, ,, ), ), ,,  , (, (, 2, 6, 5, ,, ), ,,  , (, 2, 6, 6, ,, ), ), )	3178.5	3685	1635	0	0	374	Bb	1.0.0	Markus Neuwirth		1800	1800	L van Beethoven			Scherzo					©	2015-08-12	3.02	Microsoft Windows			Scherzo		L van Beethoven	3.6.2	1.0.2	MS3	MS3/n06op18-6_01.mscx	0	36-57 (C2-A3)		xml	57-57 (A3-A3)	MusicXML Default 1	55-55 (G3-G3)	MusicXML Default 2	48-48 (C3-C3)	MusicXML Default 3	36-36 (C2-C2)	MusicXML Default 4																	
ABC	n06op18-6_02	1: 2/4	1: -3	79	79	158.0	79.0	79.0	158.0		489.25	1917	889	0	0	265	Eb	1.0.0	Markus Neuwirth		1800	1800	L van Beethoven			Scherzo					©	2015-08-12	3.02	Microsoft Windows			Scherzo		L van Beethoven	3.6.2	1.0.2	MS3	MS3/n06op18-6_02.mscx	0	36-55 (C2-G3)		xml	55-55 (G3-G3)	MusicXML Default 1	55-55 (G3-G3)	MusicXML Default 2	48-48 (C3-C3)	MusicXML Default 3	36-36 (C2-C2)	MusicXML Default 4																	
ABC	n06op18-6_03	1: 3/4	1: -2	74	68	208.0	140.0	132.0	396.0	(, (, (, 5, 0, ,, ), ,,  , (, 5, 1, ,, ), ), ,,  , (, (, 6, 9, ,, ), ,,  , (, 7, 0, ,, ), ), )	677.0	1027	434	0	0	168	Bb	1.0.0	Markus Neuwirth		1800	1800	L van Beethoven			Scherzo					©	2015-08-12	3.02	Microsoft Windows			Scherzo		L van Beethoven	3.6.2	1.0.2	MS3	MS3/n06op18-6_03.mscx	0	39-58 (Eb2-Bb3)		xml	58-58 (Bb3-Bb3)	MusicXML Default 1	55-55 (G3-G3)	MusicXML Default 2	48-48 (C3-C3)	MusicXML Default 3	39-39 (Eb2-Eb2)	MusicXML Default 4																	
ABC	n06op18-6_04	1: 2/4, 45: 3/8, 196: 2/4, 206: 3/8, 211: 2/4, 213: 3/8	1: -2	297	296	471.25	297.0	296.0	471.25		1545.75	3233	1449	1	0	464	Bb	1.0.0	Markus Neuwirth		1800	1800	L van Beethoven			Scherzo					©	2015-08-12	3.02	Microsoft Windows			Scherzo		L van Beethoven	3.6.2	1.0.2	MS3	MS3/n06op18-6_04.mscx	0	36-55 (C2-G3)		xml	55-55 (G3-G3)	MusicXML Default 1	55-55 (G3-G3)	MusicXML Default 2	48-48 (C3-C3)	MusicXML Default 3	36-36 (C2-C2)	MusicXML Default 4																	
ABC	n07op59-1_01	1: 4/4	1: -1	400	400	1600.0	400.0	400.0	1600.0		5721.33	5778	2713	0	0	482	F	1.0.0	Markus Neuwirth		1806	1806									"<font size=""10""/>Prepared from Public Domain sources for Project Gutenberg"	2015-11-25	3.02	Microsoft Windows			"DREI QUARTETTE
fur 2 Violinen, Bratsche und Violoncell
Op. 59 No.1"		L. van Beethoven	3.6.2	1.0.2	MS3	MS3/n07op59-1_01.mscx	0	36-55 (C2-G3)		xml	55-55 (G3-G3)	Violin	55-55 (G3-G3)	Violin	46-46 (Bb2-Bb2)	Viola	36-36 (C2-C2)	Cello																	
ABC	n07op59-1_02	1: 3/8	1: -2	476	476	714.0	476.0	476.0	714.0		2427.0	6622	2325	0	0	635	Bb	1.0.0	Markus Neuwirth		1806	1806										2015-11-25	3.02	Microsoft Windows			"DREI QUARTETTE
fur 2 Violinen, Bratsche und Violoncell
Op. 59 No.1 2nd Movement "		L. van Beethoven	3.6.2	1.0.2	MS3	MS3/n07op59-1_02.mscx	0	36-55 (C2-G3)		xml	55-55 (G3-G3)	Violin	55-55 (G3-G3)	Violin	48-48 (C3-C3)	Viola	36-36 (C2-C2)	Cello																	
ABC	n07op59-1_03	1: 2/4	1: -4	133	132	266.12	133.0	132.0	266.12		947.06	3777	2145	0	0	374	f	1.0.0	Markus Neuwirth		1806	1806										2015-11-25	3.02	Microsoft Windows			"DREI QUARTETTE
fur 2 Violinen, Bratsche und Violoncell
Op. 59 No.1 3rd Movement"		L. van Beethoven	3.6.2	1.0.2	MS3	MS3/n07op59-1_03.mscx	0	36-55 (C2-G3)		xml	55-55 (G3-G3)	Violin	55-55 (G3-G3)	Violin	48-48 (C3-C3)	Viola	36-36 (C2-C2)	Cello																	
ABC	n07op59-1_04	1: 2/4	1: -1	327	327	654.0	426.0	426.0	852.0		2386.25	5359	2148	0	0	605	F	1.0.0	Markus Neuwirth		1806	1806										2015-12-04	3.02	Microsoft Windows			"DREI QUARTETTE
fur 2 Violinen, Bratsche und Violoncell
Op. 59 No.1 4th Movement"		L. van Beethoven	3.6.2	1.0.2	MS3	MS3/n07op59-1_04.mscx	0	36-55 (C2-G3)		xml	55-55 (G3-G3)	Violin	55-55 (G3-G3)	Violin	48-48 (C3-C3)	Viola	36-36 (C2-C2)	Cello																	
ABC	n08op59-2_01	1: 6/8	1: 1	261	255	783.0	471.0	470.0	1413.0	(, (, (, 6, 9, ,,  , 7, 0, ), ,, ), ,,  , (, (, 7, 1, ,,  , 7, 2, ,,  , 7, 3, ), ,, ), ,,  , (, (, 2, 1, 1, ,,  , 2, 1, 2, ,,  , 2, 1, 3, ,,  , 2, 1, 4, ), ,, ), ,,  , (, (, 2, 1, 5, ,, ), ,, ), )	2645.5	4953	2056	0	0	445	e	1.0.0	Markus Neuwirth		1806	1806	L. van Beethoven 			Op. 59 No. 2  Movement 1  Score					 	2015-11-25	3.02	Microsoft Windows					L. van Beethoven	3.6.2	1.0.2	MS3	MS3/n08op59-2_01.mscx	0	36-55 (C2-G3)		xml	55-55 (G3-G3)	Violin	55-55 (G3-G3)	Violin	48-48 (C3-C3)	Viola	36-36 (C2-C2)	Cello																	
ABC	n08op59-2_02	1: 4/4	1: 4	157	157	628.0	157.0	157.0	628.0		2341.42	2856	1428	0	0	326	E	1.0.0	Markus Neuwirth		1806	1806	L. van Beethoven			Op 59 No 2   2nd Movement - Score					 	2015-11-25	3.02	Microsoft Windows			 			3.6.2	1.0.2	MS3	MS3/n08op59-2_02.mscx	0	36-55 (B#1-G3)		xml	55-55 (G3-G3)	Violin	55-55 (G3-G3)	Violin	48-48 (C3-C3)	Viola	36-36 (B#1-B#1)	Cello																	
ABC	n08op59-2_03	1: 3/4	1: 1, 59: 4	142	134	423.0	194.0	193.0	579.0	(, (, (, 8, ,,  , 9, ), ,, ), ,,  , (, (, 1, 0, ,,  , 1, 1, ), ,, ), ,,  , (, (, 5, 2, ,,  , 5, 3, ,,  , 5, 4, ,,  , 5, 5, ), ,, ), ,,  , (, (, 5, 6, ,,  , 5, 7, ,,  , 5, 8, ), ,, ), )	1292.5	1613	822	0	0	262	e	1.0.0	Markus Neuwirth		1806	1806	L. van Beethoven			Op 59  No 2  3rd Movement - Score					 	2015-11-25	3.02	Microsoft Windows			 			3.6.2	1.0.2	MS3	MS3/n08op59-2_03.mscx	0	36-60 (C2-C4)		xml	60-60 (C4-C4)	Violin	55-55 (G3-G3)	Violin	48-48 (C3-C3)	Viola	36-36 (C2-C2)	Cello																	
ABC	n08op59-2_04	1: 2/2	1: 1	409	409	1636.0	409.0	409.0	1636.0		4852.5	5053	2083	0	0	567	e	1.0.0	Markus Neuwirth		1806	1806	L. van Beethoven			String Quartet Op 59 No. 2  - Fourth Movement						2015-12-04	3.02	Microsoft Windows			String Quartet Op 59 No. 2  - Fourth Movement		L. van Beethoven	3.6.2	1.0.2	MS3	MS3/n08op59-2_04.mscx	0	36-55 (C2-G3)		xml	55-55 (G3-G3)	Violin	55-55 (G3-G3)	Violin	48-48 (C3-C3)	Viola	36-36 (C2-C2)	Cello																	
ABC	n09op59-3_01	1: 3/4, 30: 4/4	1: 0	270	269	1047.0	350.0	349.0	1367.0	(, (, (, 1, 0, 7, ,,  , 1, 0, 8, ,,  , 1, 0, 9, ,,  , 1, 1, 0, ), ,, ), ,,  , (, (, 1, 1, 1, ,, ), ,, ), )	3309.0	4219	2149	0	0	515	C	1.0.0	Markus Neuwirth		1806	1806	L. van Beethoven			Op. 59 No. 3  Movement 1 - String Quartet No. 9					 	2015-11-25	3.02	Microsoft Windows					L. van Beethoven	3.6.2	1.0.2	MS3	MS3/n09op59-3_01.mscx	0	36-55 (C2-G3)		xml	55-55 (G3-G3)	Violin	55-55 (G3-G3)	Violin	48-48 (C3-C3)	Viola	36-36 (C2-C2)	Cello																	
ABC	n09op59-3_02	1: 6/8	1: 0	207	207	621.0	227.0	227.0	681.0	(, (, (, 5, ,,  , 6, ), ,, ), ,,  , (, (, 7, ,, ), ,, ), ,,  , (, (, 2, 2, ,, ), ,, ), ,,  , (, (, 2, 3, ,, ), ,, ), )	2089.25	3040	1286	0	0	481	a	1.0.0	Markus Neuwirth		1806	1806	L. van Beethoven			Op. 59 No. 3  Movement 1 - String Quartet No. 9					 	2015-11-25	3.02	Microsoft Windows					L. van Beethoven	3.6.2	1.0.2	MS3	MS3/n09op59-3_02.mscx	0	36-57 (C2-A3)		xml	57-57 (A3-A3)	Violin	55-55 (G3-G3)	Violin	48-48 (C3-C3)	Viola	36-36 (C2-C2)	Cello																	
ABC	n09op59-3_03	1: 3/4	1: 0, 39: -1, 79: 0	96	96	288.0	154.0	154.0	462.0	(, (, (, 5, 4, ,, ), ,, ), ,,  , (, (, 5, 5, ,, ), ,, ), ,,  , (, (, 7, 5, ,, ), ,, ), ,,  , (, (, 7, 6, ,, ), ,, ), )	958.25	1621	765	0	0	177	C	1.0.0	Markus Neuwirth		1806	1806	L. van Beethoven			Op. 59 No. 3  Movement 1 - String Quartet No. 9					 	2015-11-25	3.02	Microsoft Windows					L. van Beethoven	3.6.2	1.0.2	MS3	MS3/n09op59-3_03.mscx	0	36-55 (C2-G3)		xml	55-55 (G3-G3)	Violin	55-55 (G3-G3)	Violin	48-48 (C3-C3)	Viola	36-36 (C2-C2)	Cello																	
ABC	n09op59-3_04	1: 2/2	1: 0	429	428	1716.0	429.0	428.0	1716.0		5641.5	6768	3145	0	0	699	C	1.0.0	Markus Neuwirth		1806	1806	L. van Beethoven			Op. 59 No. 3  Movement 1 - String Quartet No. 9						2015-12-04	3.02	Microsoft Windows					L. van Beethoven	3.6.2	1.0.2	MS3	MS3/n09op59-3_04.mscx	0	36-55 (C2-G3)		xml	55-55 (G3-G3)	Violin	55-55 (G3-G3)	Violin	48-48 (C3-C3)	Viola	36-36 (C2-C2)	Cello																	
ABC	n10op74_01	1: 2/2, 25: 4/4	1: -3	262	262	1048.0	339.0	339.0	1356.0		3650.5	5028	2291	0	0	446	Eb	1.0.0	Markus Neuwirth		1809	1809	L van Beethoven	String Quartet								2015-11-25	3.02	Microsoft Windows						3.6.2	1.0.2	MS3	MS3/n10op74_01.mscx	0	36-55 (C2-G3)		xml	55-55 (G3-G3)	Violin I (2)	55-55 (G3-G3)	Violin II (2)	48-48 (C3-C3)	Viola (2) (2)	36-36 (C2-C2)	Violoncello (2) (2)																	
ABC	n10op74_02	1: 3/8	1: -4	169	169	253.5	338.0	338.0	507.0		890.92	2448	1093	0	0	304	Ab	1.0.0	Markus Neuwirth		1809	1809	L van Beethoven	String Quartet								2015-11-25	3.02	Microsoft Windows						3.6.2	1.0.2	MS3	MS3/n10op74_02.mscx	0	36-55 (C2-G3)		xml	55-55 (G3-G3)	Violin I (2)	55-55 (G3-G3)	Violin II (2)	48-48 (C3-C3)	Viola (2) (2)	36-36 (C2-C2)	Violoncello (2) (2)																	
ABC	n10op74_03	1: 3/4	1: -3, 80: 0, 173: -3, 251: 0, 344: -3	473	467	1404.0	560.0	552.0	1657.5	(, (, (, 7, 9, ,, ), ,,  , (, 8, 0, ,, ), ), ,, )	4574.5	4857	2071	0	0	447	c	1.0.0	Markus Neuwirth		1809	1809	L van Beethoven	String Quartet								2015-11-25	3.02	Microsoft Windows						3.6.2	1.0.2	MS3	MS3/n10op74_03.mscx	0	36-55 (C2-G3)		xml	55-55 (G3-G3)	Violin I (2)	55-55 (G3-G3)	Violin II (2)	48-48 (C3-C3)	Viola (2) (2)	36-36 (C2-C2)	Violoncello (2) (2)																	
ABC	n10op74_04	1: 2/4	1: -3	210	195	391.0	365.0	337.0	674.0	(, (, (, 1, 5, 6, ,, ), ,,  , (, 1, 5, 7, ,, ), ), ,, )	1407.25	2987	1142	0	0	322	Eb	1.0.0	Markus Neuwirth		1809	1809	L van Beethoven	String Quartet								2015-11-25	3.02	Microsoft Windows						3.6.2	1.0.2	MS3	MS3/n10op74_04.mscx	0	36-55 (C2-G3)		xml	55-55 (G3-G3)	Violin I (2)	55-55 (G3-G3)	Violin II (2)	48-48 (C3-C3)	Viola (2) (2)	36-36 (C2-C2)	Violoncello (2) (2)																	
